Feature ID	Accession ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.353979.peg.130	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	143242	144051	1	+	810	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	DNA Repair Base Excision	 	 
fig|6666666.353979.peg.131	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	144533	144054	-2	-	480	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>Coenzyme A Biosynthesis	 	 
fig|6666666.353979.peg.132	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	145307	144537	-2	-	771	Putative two-domain glycosyltransferase	LOS core oligosaccharide biosynthesis	 	 
fig|6666666.353979.peg.133	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	146581	145307	-1	-	1275	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also]	- none -	 	 
fig|6666666.353979.peg.134	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	147631	146648	-1	-	984	Glycosyltransferase (EC 2.4.1.-)	- none -	 	 
fig|6666666.353979.peg.135	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	147789	148892	3	+	1104	Glycosyl transferase, group 1	- none -	 	 
fig|6666666.353979.peg.136	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	149980	148871	-1	-	1110	UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)	LOS core oligosaccharide biosynthesis	 	 
fig|6666666.353979.peg.137	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	151080	149977	-3	-	1104	Lipopolysaccharide heptosyltransferase III (EC 2.4.1.-)	LOS core oligosaccharide biosynthesis	 	 
fig|6666666.353979.peg.138	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	152059	151073	-1	-	987	Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	LOS core oligosaccharide biosynthesis	 	 
fig|6666666.353979.peg.139	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	153109	152063	-1	-	1047	ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)	LOS core oligosaccharide biosynthesis	 	 
fig|6666666.353979.peg.140	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	154051	153119	-1	-	933	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	LOS core oligosaccharide biosynthesis	 	 
fig|6666666.353979.peg.141	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	154266	155462	3	+	1197	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	Glycine Biosynthesis; <br>Glycine and Serine Utilization	 	 
fig|6666666.353979.peg.142	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	155472	156497	3	+	1026	L-threonine 3-dehydrogenase (EC 1.1.1.103)	Glycine Biosynthesis; <br>Threonine degradation	 	 
fig|6666666.353979.peg.143	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	156674	158254	2	+	1581	COG2194: Predicted membrane-associated, metal-dependent hydrolase	- none -	 	 
fig|6666666.353979.peg.144	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	158322	159578	3	+	1257	O-antigen ligase	LOS core oligosaccharide biosynthesis	 	 
fig|6666666.353979.peg.145	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	159617	160507	2	+	891	Glycosyltransferase PglI (EC 2.4.1.-)	- none -	 	 
fig|6666666.353979.peg.146	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	160515	161426	3	+	912	Possible glycosyltransferase	- none -	 	 
fig|6666666.353979.peg.147	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	162395	161463	-2	-	933	Possible divergent polysaccharide deacetylase	- none -	 	 
fig|6666666.353979.peg.148	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	163682	162399	-2	-	1284	Periplasmic septal ring factor with murein hydrolase activity EnvC/YibP	Glutaredoxins; <br>Phosphoglycerate mutase protein family	 	 
fig|6666666.353979.peg.149	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	165236	163692	-2	-	1545	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	Entner-Doudoroff Pathway; <br>Glycolysis and Gluconeogenesis; <br>Phosphoglycerate mutase protein family	 	 
fig|6666666.353979.peg.150	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	165485	165916	2	+	432	FIG136845: Rhodanese-related sulfurtransferase	Glutaredoxin 3 containing cluster	 	 
fig|6666666.353979.peg.151	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	165928	166179	1	+	252	Glutaredoxin 3 (Grx3)	Glutaredoxin 3 containing cluster; <br>Glutaredoxins; <br>Glutathione: Redox cycle	 	 
fig|6666666.353979.peg.152	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	166212	166679	3	+	468	Protein export cytoplasm chaperone protein (SecB, maintains protein to be exported in unfolded state)	Glutaredoxin 3 containing cluster	 	 
fig|6666666.353979.peg.153	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	166679	167698	2	+	1020	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	Glutaredoxin 3 containing cluster; <br>Glycerol and Glycerol-3-phosphate Uptake and Utilization; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria	 	 
fig|6666666.353979.peg.154	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	167775	168596	3	+	822	Serine acetyltransferase (EC 2.3.1.30)	Cysteine Biosynthesis; <br>Methionine Biosynthesis	 	 
fig|6666666.353979.peg.155	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	169066	168593	-1	-	474	tRNA (cytidine(34)-2&#39;-O)-methyltransferase (EC 2.1.1.207)	Biotin synthesis cluster; <br>RNA methylation	 	 
fig|6666666.353979.peg.156	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	170452	169112	-1	-	1341	4-hydroxybenzoate transporter	Gentisate degradation; <br>Salicylate and gentisate catabolism; <br>p-Hydroxybenzoate degradation	 	 
fig|6666666.353979.peg.157	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	171820	170633	-1	-	1188	L-lactate dehydrogenase (EC 1.1.2.3)	Lactate utilization; <br>Respiratory dehydrogenases 1	 	 
fig|6666666.353979.peg.158	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	172590	171817	-3	-	774	Lactate-responsive regulator LldR in Enterobacteria, GntR family	Lactate utilization	 	 
fig|6666666.353979.peg.159	PZPP01000001.1	CDS	enterobacter_cloacae_contig-01_173412	173405	172587	-2	-	819	L-lactate permease	Lactate utilization	 	 
fig|6666666.353979.peg.160	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	1028	204	-2	-	825	L-lactate permease	Lactate utilization	 	 
fig|6666666.353979.peg.161	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	1669	1307	-1	-	363	FIG00638433: Hypothetical protein YibL	- none -	 	 
fig|6666666.353979.peg.162	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	2306	1728	-2	-	579	Mannitol operon repressor	Mannitol Utilization	 	 
fig|6666666.353979.peg.163	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	3463	2315	-1	-	1149	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	Mannitol Utilization	 	 
fig|6666666.353979.peg.164	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	5480	3573	-2	-	1908	PTS system, mannitol-specific IIC component (EC 2.7.1.69) / PTS system, mannitol-specific IIB component (EC 2.7.1.69) / PTS system, mannitol-specific IIA component	Mannitol Utilization; <br>Mannitol Utilization	 	 
fig|6666666.353979.peg.165	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	6138	6494	3	+	357	GTPase (EC 3.6.1.-)	- none -	 	 
fig|6666666.353979.peg.166	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	6497	7633	2	+	1137	Membrane fusion component of tripartite multidrug resistance system	- none -	 	 
fig|6666666.353979.peg.167	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	7724	8332	2	+	609	Uncharacterized GST-like protein yibF	Glutathione: Non-redox reactions	 	 
fig|6666666.353979.peg.168	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	8436	9821	3	+	1386	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	Selenocysteine metabolism	 	 
fig|6666666.353979.peg.169	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	9818	11662	2	+	1845	Selenocysteine-specific translation elongation factor	Selenocysteine metabolism	 	 
fig|6666666.353979.peg.170	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	11842	12993	1	+	1152	Alcohol dehydrogenase (EC 1.1.1.1)	5-FCL-like protein; <br>Butanol Biosynthesis; <br>Fermentations: Mixed acid; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria	 	 
fig|6666666.353979.peg.171	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	13079	14617	2	+	1539	Aldehyde dehydrogenase B (EC 1.2.1.22)	Glycerolipid and Glycerophospholipid Metabolism in Bacteria; <br>Methylglyoxal Metabolism	 	 
fig|6666666.353979.peg.172	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	15579	14614	-3	-	966	Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme	LysR-family proteins in Escherichia coli; <br>Pyruvate metabolism I: anaplerotic reactions, PEP	 	 
fig|6666666.353979.peg.173	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	15697	16437	1	+	741	Putative outer membrane protein yiaT precursor	- none -	 	 
fig|6666666.353979.peg.174	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	16648	16833	1	+	186	FIG00641967: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.175	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	16848	17255	3	+	408	protein of unknown function UPF0150	- none -	 	 
fig|6666666.353979.peg.176	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	18335	17259	-2	-	1077	Prophage Lp2 protein 6	- none -	 	 
fig|6666666.353979.peg.177	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	20490	18541	-3	-	1950	Putative glycosyl hydrolase of unknown function (DUF1680)	- none -	 	 
fig|6666666.353979.peg.178	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	21901	20501	-1	-	1401	Putative permease	- none -	 	 
fig|6666666.353979.peg.179	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	22126	22935	1	+	810	Putative arylsulfatase regulatory protein	Alkanesulfonate assimilation	 	 
fig|6666666.353979.peg.180	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	23631	22936	-3	-	696	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	L-Arabinose utilization; <br>L-ascorbate utilization (and related gene clusters)	 	 
fig|6666666.353979.peg.181	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	24485	23625	-2	-	861	L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.22)	- none -	 	 
fig|6666666.353979.peg.182	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	25141	24488	-1	-	654	3-keto-L-gulonate 6-phosphate decarboxylase (EC 4.1.1.85)	- none -	 	 
fig|6666666.353979.peg.183	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	26643	25138	-3	-	1506	L-xylulose/3-keto-L-gulonate kinase (EC 2.7.1.-)	L-ascorbate utilization (and related gene clusters)	 	 
fig|6666666.353979.peg.184	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	28019	26700	-2	-	1320	Permeases of the major facilitator superfamily	- none -	 	 
fig|6666666.353979.peg.185	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	28989	28063	-3	-	927	Putative chemotaxis protein, resembles cheA	- none -	 	 
fig|6666666.353979.peg.186	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	29483	29016	-2	-	468	Putative sugar isomerase involved in processing of exogenous sialic acid	Sialic Acid Metabolism	 	 
fig|6666666.353979.peg.187	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	30492	29494	-3	-	999	3-dehydro-L-gulonate 2-dehydrogenase (EC 1.1.1.130)	L-ascorbate utilization (and related gene clusters)	 	 
fig|6666666.353979.peg.188	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	30719	31537	2	+	819	Transcriptional regulator, IclR family	- none -	 	 
fig|6666666.353979.peg.189	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	31541	31996	2	+	456	Electron transport protein HydN	- none -	 	 
fig|6666666.353979.peg.190	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	33698	31980	-2	-	1719	Probable activation/secretion signal peptide protein	- none -	 	 
fig|6666666.353979.peg.191	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	34187	33789	-2	-	399	PE_PGRS family protein	- none -	 	 
fig|6666666.353979.peg.192	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	34997	34209	-2	-	789	Erythrocyte membrane protein 1	- none -	 	 
fig|6666666.353979.peg.193	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	36558	35302	-3	-	1257	Valine--pyruvate aminotransferase (EC 2.6.1.66)	Alanine biosynthesis; <br>Branched-Chain Amino Acid Biosynthesis; <br>Pyruvate Alanine Serine Interconversions	 	 
fig|6666666.353979.peg.194	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	38779	36752	-1	-	2028	Periplasmic alpha-amylase (EC 3.2.1.1)	Maltose and Maltodextrin Utilization	 	 
fig|6666666.353979.peg.195	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	39346	39918	1	+	573	BAX protein	- none -	 	 
fig|6666666.353979.peg.196	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	41136	39958	-3	-	1179	Xylose activator XylR (AraC family)	Xylose utilization	 	 
fig|6666666.353979.peg.197	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	42351	41170	-3	-	1182	Xylose ABC transporter, permease protein XylH	Xylose utilization	 	 
fig|6666666.353979.peg.198	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	43870	42329	-1	-	1542	D-xylose transport ATP-binding protein XylG	Xylose utilization	 	 
fig|6666666.353979.peg.199	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	44848	43943	-1	-	906	Xylose ABC transporter, periplasmic xylose-binding protein XylF	Xylose utilization	 	 
fig|6666666.353979.peg.200	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	45308	46630	2	+	1323	Xylose isomerase (EC 5.3.1.5)	Xylose utilization	 	 
fig|6666666.353979.peg.201	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	46691	48145	2	+	1455	Xylulose kinase (EC 2.7.1.17)	Xylose utilization	 	 
fig|6666666.353979.peg.202	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	48248	48787	2	+	540	hydrolase	- none -	 	 
fig|6666666.353979.peg.203	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	48787	49707	1	+	921	Transcriptional regulator, AraC family	- none -	 	 
fig|6666666.353979.peg.204	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	50695	49700	-1	-	996	Inner membrane protein YiaH	- none -	 	 
fig|6666666.353979.peg.205	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	50879	51184	2	+	306	Uncharacterized lipoprotein YsaB precursor	- none -	 	 
fig|6666666.353979.peg.206	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	51345	52256	3	+	912	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	Glycyl-tRNA synthetase; <br>Glycyl-tRNA synthetase containing cluster; <br>tRNA aminoacylation, Gly	 	 
fig|6666666.353979.peg.207	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	52266	54335	3	+	2070	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	Glycyl-tRNA synthetase; <br>Glycyl-tRNA synthetase containing cluster; <br>tRNA aminoacylation, Gly	 	 
fig|6666666.353979.peg.208	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	54878	54429	-2	-	450	FIG00626352: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.209	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	55789	57408	1	+	1620	ABC transporter ATP-binding protein	- none -	 	 
fig|6666666.353979.peg.210	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	57734	57447	-2	-	288	FIG00626302: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.211	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	58065	58775	3	+	711	probable exported protein YPO4070	- none -	 	 
fig|6666666.353979.peg.212	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	59022	59234	3	+	213	Cold shock protein CspA	Cold shock, CspA family of proteins	 	 
fig|6666666.353979.peg.213	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	60267	59293	-3	-	975	2-ketoaldonate reductase, broad specificity (EC 1.1.1.215) (EC 1.1.1.-)	D-gluconate and ketogluconates metabolism	 	 
fig|6666666.353979.peg.214	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	61574	60294	-2	-	1281	2-ketogluconate transporter	2-Ketogluconate Utilization	 	 
fig|6666666.353979.peg.215	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	62595	61657	-3	-	939	2-ketogluconate kinase (EC 2.7.1.13)	2-Ketogluconate Utilization; <br>D-gluconate and ketogluconates metabolism	 	 
fig|6666666.353979.peg.216	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	63333	62599	-3	-	735	Epimerase KguE	2-Ketogluconate Utilization	 	 
fig|6666666.353979.peg.217	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	64468	63452	-1	-	1017	2-ketogluconate utilization repressor PtxS	2-Ketogluconate Utilization	 	 
fig|6666666.353979.peg.218	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	65228	64566	-2	-	663	Outer membrane protein A precursor	Osmoregulation	 	 
fig|6666666.353979.peg.219	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	65392	67719	1	+	2328	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.5.3)	- none -	 	 
fig|6666666.353979.peg.220	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	68128	67682	-1	-	447	PhnO protein	Alkylphosphonate utilization	 	 
fig|6666666.353979.peg.221	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	68687	68106	-2	-	582	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	CBSS-326442.4.peg.1852; <br>DNA Repair Base Excision	 	 
fig|6666666.353979.peg.222	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	68850	69548	3	+	699	FIG00543870: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.223	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	69787	70989	1	+	1203	Putative resistance protein	- none -	 	 
fig|6666666.353979.peg.224	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	71250	72941	3	+	1692	Phosphoethanolamine transferase specific for the outer Kdo residue of lipopolysaccharide	Lipid A modifications	 	 
fig|6666666.353979.peg.225	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	73758	75338	3	+	1581	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	ABC transporter dipeptide (TC 3.A.1.5.2); <br>Bacterial Chemotaxis	 	 
fig|6666666.353979.peg.226	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	75499	76518	1	+	1020	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	ABC transporter dipeptide (TC 3.A.1.5.2)	 	 
fig|6666666.353979.peg.227	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	76528	77430	1	+	903	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	ABC transporter dipeptide (TC 3.A.1.5.2)	 	 
fig|6666666.353979.peg.228	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	77441	78424	2	+	984	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	ABC transporter dipeptide (TC 3.A.1.5.2)	 	 
fig|6666666.353979.peg.229	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	78421	79434	1	+	1014	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	ABC transporter dipeptide (TC 3.A.1.5.2)	 	 
fig|6666666.353979.peg.230	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	80429	79479	-2	-	951	Pantothenate kinase (EC 2.7.1.33)	Coenzyme A Biosynthesis	 	 
fig|6666666.353979.peg.231	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	81308	82492	2	+	1185	Translation elongation factor Tu	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factors bacterial; <br>Universal GTPases	 	 
fig|6666666.353979.peg.232	PZPP01000001.1	CDS	enterobacter_cloacae_contig-02_285060	82654	82532	-1	-	123	hypothetical protein	- none -	 	 
